Provider,Region,UTC,Batch,OCR,File,Time
GCP,us-west1,Midday,4,True,image_full.png,0.75642144
GCP,us-east4,Midday,4,True,image_ping.png,0.199109257
GCP,us-west1,Midday,4,False,image_full.png,2.444468358
GCP,us-east4,Midday,4,False,image_ping.png,0.004376577
GCP,us-west1,Midday,5,True,image_ping.png,0.497489917
GCP,us-east4,Midday,4,True,image_full.png,0.060128457
GCP,us-west1,Midday,5,False,image_ping.png,0.003729607
GCP,us-east4,Midday,4,False,image_full.png,2.201166724
GCP,us-west1,Midday,5,True,image_full.png,0.842476838
GCP,us-east4,Midday,5,True,image_ping.png,0.047858151
GCP,us-west1,Midday,5,False,image_full.png,2.152570979
GCP,us-east4,Midday,5,False,image_ping.png,0.042342872
GCP,northamerica-northeast1,Midday,1,True,image_ping.png,0.252965588
GCP,us-east4,Midday,5,True,image_full.png,0.098474213
GCP,northamerica-northeast1,Midday,1,False,image_ping.png,0.298220651
GCP,northamerica-northeast1,Midday,1,True,image_full.png,0.396756293
GCP,us-east4,Midday,5,False,image_full.png,2.404971166
GCP,northamerica-northeast1,Midday,1,False,image_full.png,4.703292479
GCP,northamerica-northeast1,Midday,2,True,image_ping.png,0.244874636
GCP,northamerica-northeast1,Midday,2,False,image_ping.png,0.005339683
GCP,northamerica-northeast1,Midday,2,True,image_full.png,0.109367333
GCP,northamerica-northeast1,Midday,2,False,image_full.png,2.698614952
GCP,northamerica-northeast1,Midday,3,True,image_ping.png,0.219902932
GCP,northamerica-northeast1,Midday,3,False,image_ping.png,0.003847861
GCP,northamerica-northeast1,Midday,3,True,image_full.png,0.410602943
GCP,northamerica-northeast1,Midday,3,False,image_full.png,2.485369669
GCP,northamerica-northeast1,Midday,4,True,image_ping.png,0.101088079
GCP,northamerica-northeast1,Midday,4,False,image_ping.png,0.003643892
GCP,northamerica-northeast1,Midday,4,True,image_full.png,0.347865413
GCP,northamerica-northeast1,Midday,4,False,image_full.png,2.043036432
GCP,northamerica-northeast1,Midday,5,True,image_ping.png,0.167403063
GCP,northamerica-northeast1,Midday,5,False,image_ping.png,0.00361276
GCP,northamerica-northeast1,Midday,5,True,image_full.png,0.186217485
GCP,northamerica-northeast1,Midday,5,False,image_full.png,2.512929402
GCP,us-west2,Midday,1,True,image_ping.png,1.278315998
GCP,us-west2,Midday,1,False,image_ping.png,0.205679023
GCP,us-west2,Midday,1,True,image_full.png,1.669448932
GCP,us-west2,Midday,1,False,image_full.png,3.625140561
GCP,us-west2,Midday,2,True,image_ping.png,1.020872051
GCP,us-west2,Midday,2,False,image_ping.png,0.004881249
GCP,us-west2,Midday,2,True,image_full.png,1.867893371
GCP,us-west3,Midday,1,True,image_ping.png,0.826881312
GCP,us-west2,Midday,2,False,image_full.png,2.819490156
GCP,us-west3,Midday,1,False,image_ping.png,0.202846357
GCP,us-west2,Midday,3,True,image_ping.png,0.728790323
GCP,us-west3,Midday,1,True,image_full.png,1.782942162
GCP,us-west2,Midday,3,False,image_ping.png,0.00364984
GCP,us-west3,Midday,1,False,image_full.png,3.909156292
GCP,us-west3,Midday,2,True,image_ping.png,0.919236752
GCP,us-west2,Midday,3,True,image_full.png,1.808677688
GCP,us-west3,Midday,2,False,image_ping.png,0.004986556
GCP,us-west2,Midday,3,False,image_full.png,2.288081327
GCP,us-west3,Midday,2,True,image_full.png,1.637181129
GCP,us-west3,Midday,2,False,image_full.png,2.560923048
GCP,us-west2,Midday,4,True,image_ping.png,0.787099105
GCP,us-west2,Midday,4,False,image_ping.png,0.00352052
GCP,us-west3,Midday,3,True,image_ping.png,0.807575619
GCP,europe-central2,Midday,1,True,image_ping.png,1.439596867
GCP,us-west2,Midday,4,True,image_full.png,1.755500167
GCP,us-west3,Midday,3,False,image_ping.png,0.006305931
GCP,europe-central2,Midday,1,False,image_ping.png,0.295260192
GCP,us-west2,Midday,4,False,image_full.png,2.143498829
GCP,us-west3,Midday,3,True,image_full.png,1.671318236
GCP,europe-central2,Midday,1,True,image_full.png,2.70919943
GCP,us-west2,Midday,5,True,image_ping.png,0.722038345
GCP,europe-central2,Midday,1,False,image_full.png,3.486655926
GCP,us-west3,Midday,3,False,image_full.png,2.630732685
GCP,us-west2,Midday,5,False,image_ping.png,0.003740109
GCP,europe-central2,Midday,2,True,image_ping.png,1.293915252
GCP,us-west3,Midday,4,True,image_ping.png,0.658647948
GCP,us-west2,Midday,5,True,image_full.png,1.40198682
GCP,europe-central2,Midday,2,False,image_ping.png,0.006890604
GCP,us-west2,Midday,5,False,image_full.png,2.291797812
GCP,us-west3,Midday,4,False,image_ping.png,0.003925527
GCP,europe-central2,Midday,2,True,image_full.png,2.921000607
GCP,us-west3,Midday,4,True,image_full.png,0.976532778
GCP,europe-central2,Midday,2,False,image_full.png,3.367392081
GCP,europe-central2,Midday,3,True,image_ping.png,1.283390324
GCP,us-west3,Midday,4,False,image_full.png,2.607998494
GCP,us-west3,Midday,5,True,image_ping.png,0.419059936
GCP,europe-central2,Midday,3,False,image_ping.png,0.005585832
GCP,us-west3,Midday,5,False,image_ping.png,0.005101193
GCP,europe-central2,Midday,3,True,image_full.png,0.920060142
GCP,europe-central2,Midday,3,False,image_full.png,2.871966237
GCP,us-west3,Midday,5,True,image_full.png,1.951075247
GCP,us-west3,Midday,5,False,image_full.png,2.058250923
GCP,europe-central2,Midday,4,True,image_ping.png,1.346116342
GCP,europe-central2,Midday,4,False,image_ping.png,0.005223691
GCP,europe-central2,Midday,4,True,image_full.png,1.221831908
GCP,europe-central2,Midday,4,False,image_full.png,2.465717899
GCP,europe-central2,Midday,5,True,image_ping.png,0.440527842
GCP,europe-central2,Midday,5,False,image_ping.png,0.006327748
GCP,europe-central2,Midday,5,True,image_full.png,2.381732184
GCP,europe-central2,Midday,5,False,image_full.png,2.320225359
GCP,europe-west1,Midday,1,True,image_ping.png,1.285170319
GCP,europe-west1,Midday,1,False,image_ping.png,0.298537094
GCP,europe-west1,Midday,1,True,image_full.png,2.363562417
GCP,europe-west1,Midday,1,False,image_full.png,4.735901429
GCP,europe-west1,Midday,2,True,image_ping.png,0.518397126
GCP,europe-west1,Midday,2,False,image_ping.png,0.005497237
GCP,europe-west1,Midday,2,True,image_full.png,2.361742498
GCP,europe-west1,Midday,2,False,image_full.png,4.033743098
GCP,europe-west1,Midday,3,True,image_ping.png,0.970649255
GCP,europe-west1,Midday,3,False,image_ping.png,0.005952987
GCP,europe-west1,Midday,3,True,image_full.png,1.434399617
GCP,europe-west1,Midday,3,False,image_full.png,3.054574577
GCP,europe-west1,Midday,4,True,image_ping.png,1.653893952
GCP,europe-west1,Midday,4,False,image_ping.png,0.005618411
GCP,europe-west1,Midday,4,True,image_full.png,1.884628513
GCP,europe-west1,Midday,4,False,image_full.png,2.612679568
GCP,europe-west1,Midday,5,True,image_ping.png,0.376492909
GCP,europe-west1,Midday,5,False,image_ping.png,0.003776801
GCP,europe-west1,Midday,5,True,image_full.png,1.889246565
GCP,europe-west1,Midday,5,False,image_full.png,2.702169241
GCP,europe-west2,Midday,1,True,image_ping.png,1.19703978
GCP,europe-west2,Midday,1,False,image_ping.png,0.299248989
GCP,europe-west2,Midday,1,True,image_full.png,2.322975203
GCP,europe-west2,Midday,1,False,image_full.png,3.478501771
GCP,europe-west2,Midday,2,True,image_ping.png,0.96275738
GCP,europe-west2,Midday,2,False,image_ping.png,0.005016194
GCP,europe-west2,Midday,2,True,image_full.png,2.356036701
GCP,europe-west2,Midday,2,False,image_full.png,2.83034347
GCP,europe-west2,Midday,3,True,image_ping.png,0.939089887
