Provider,Region,UTC,Batch,OCR,File,Time
GCP,europe-west2,Midday,3,False,image_ping.png,0.0071368
GCP,europe-west2,Midday,3,True,image_full.png,1.559275568
GCP,europe-west2,Midday,3,False,image_full.png,2.442776673
GCP,europe-west2,Midday,4,True,image_ping.png,0.936909542
GCP,europe-west2,Midday,4,False,image_ping.png,0.00467054
GCP,europe-west2,Midday,4,True,image_full.png,2.25778634
GCP,europe-west2,Midday,4,False,image_full.png,2.840475611
GCP,europe-west2,Midday,5,True,image_ping.png,0.390675233
GCP,europe-west3,Midday,1,True,image_ping.png,1.118006095
GCP,europe-west2,Midday,5,False,image_ping.png,0.005312643
GCP,europe-west3,Midday,1,False,image_ping.png,0.206950327
GCP,europe-west2,Midday,5,True,image_full.png,1.678351334
GCP,europe-west3,Midday,1,True,image_full.png,1.958176935
GCP,europe-west2,Midday,5,False,image_full.png,2.212968181
GCP,europe-west3,Midday,1,False,image_full.png,3.639029823
GCP,europe-west3,Midday,2,True,image_ping.png,0.75987446
GCP,europe-west3,Midday,2,False,image_ping.png,0.006237906
GCP,europe-west3,Midday,2,True,image_full.png,2.059081528
GCP,southamerica-east1,Midday,1,True,image_ping.png,1.891404734
GCP,europe-west3,Midday,2,False,image_full.png,3.140748201
GCP,europe-west3,Midday,3,True,image_ping.png,0.763961443
GCP,southamerica-east1,Midday,1,False,image_ping.png,0.296825845
GCP,europe-west3,Midday,3,False,image_ping.png,0.005749953
GCP,southamerica-east1,Midday,1,True,image_full.png,3.024601784
GCP,southamerica-east1,Midday,1,False,image_full.png,3.87144891
GCP,europe-west3,Midday,3,True,image_full.png,2.547898473
GCP,southamerica-east1,Midday,2,True,image_ping.png,1.729390096
GCP,europe-west3,Midday,3,False,image_full.png,2.658191545
GCP,southamerica-east1,Midday,2,False,image_ping.png,0.005418483
GCP,europe-west3,Midday,4,True,image_ping.png,0.598294121
GCP,europe-west3,Midday,4,False,image_ping.png,0.005432457
GCP,southamerica-east1,Midday,2,True,image_full.png,3.204597056
GCP,europe-west3,Midday,4,True,image_full.png,1.616666033
GCP,southamerica-east1,Midday,2,False,image_full.png,2.681745531
GCP,europe-west3,Midday,4,False,image_full.png,2.57379585
GCP,southamerica-east1,Midday,3,True,image_ping.png,1.738147963
GCP,europe-west3,Midday,5,True,image_ping.png,1.020801931
GCP,southamerica-east1,Midday,3,False,image_ping.png,0.004436265
GCP,europe-west3,Midday,5,False,image_ping.png,0.004994412
GCP,southamerica-east1,Midday,3,True,image_full.png,3.000127673
GCP,europe-west3,Midday,5,True,image_full.png,1.943554378
GCP,southamerica-east1,Midday,3,False,image_full.png,2.800154775
GCP,europe-west3,Midday,5,False,image_full.png,2.671408098
GCP,southamerica-east1,Midday,4,True,image_ping.png,1.716963129
GCP,southamerica-east1,Midday,4,False,image_ping.png,0.0051421
GCP,southamerica-east1,Midday,4,True,image_full.png,2.44562678
GCP,southamerica-east1,Midday,4,False,image_full.png,2.452998358
GCP,southamerica-east1,Midday,5,True,image_ping.png,1.722630245
GCP,southamerica-east1,Midday,5,False,image_ping.png,0.003717264
GCP,europe-west6,Midday,1,True,image_ping.png,1.235617283
GCP,southamerica-east1,Midday,5,True,image_full.png,2.452389035
GCP,europe-west6,Midday,1,False,image_ping.png,0.203690432
GCP,southamerica-east1,Midday,5,False,image_full.png,2.243848315
GCP,europe-west6,Midday,1,True,image_full.png,2.557900865
GCP,europe-west6,Midday,1,False,image_full.png,3.6421433
GCP,europe-west6,Midday,2,True,image_ping.png,1.081709411
GCP,europe-west6,Midday,2,False,image_ping.png,0.00595627
GCP,europe-west6,Midday,2,True,image_full.png,2.651555628
GCP,europe-west6,Midday,2,False,image_full.png,2.544855253
GCP,europe-west6,Midday,3,True,image_ping.png,1.04002652
GCP,europe-west6,Midday,3,False,image_ping.png,0.004754965
GCP,europe-west6,Midday,3,True,image_full.png,2.504957061
GCP,europe-west6,Midday,3,False,image_full.png,2.68557394
GCP,europe-west6,Midday,4,True,image_ping.png,1.038992208
GCP,europe-west6,Midday,4,False,image_ping.png,0.004631113
GCP,europe-west6,Midday,4,True,image_full.png,2.790176307
GCP,europe-west6,Midday,4,False,image_full.png,2.594534335
GCP,europe-west6,Midday,5,True,image_ping.png,0.393027622
GCP,europe-west6,Midday,5,False,image_ping.png,0.004240182
GCP,europe-west6,Midday,5,True,image_full.png,1.053625315
GCP,europe-west6,Midday,5,False,image_full.png,2.147388192
GCP,asia-east1,Midday,1,True,image_ping.png,0.223933884
GCP,asia-east1,Midday,1,False,image_ping.png,0.048109405
GCP,asia-east1,Midday,1,True,image_full.png,2.021960597
GCP,asia-east1,Midday,1,False,image_full.png,2.870845615
GCP,asia-east1,Midday,2,True,image_ping.png,0.789749068
GCP,asia-east1,Midday,2,False,image_ping.png,0.006297457
GCP,asia-east1,Midday,2,True,image_full.png,0.561179986
GCP,asia-east1,Midday,2,False,image_full.png,2.349831819
GCP,asia-east1,Midday,3,True,image_ping.png,0.208414463
GCP,asia-east1,Midday,3,False,image_ping.png,0.003386955
GCP,asia-east1,Midday,3,True,image_full.png,2.032028271
GCP,asia-east1,Midday,3,False,image_full.png,2.23040427
GCP,asia-east1,Midday,4,True,image_ping.png,0.20689536
GCP,asia-east2,Midday,1,True,image_ping.png,0.338631571
GCP,asia-east1,Midday,4,False,image_ping.png,0.004906553
GCP,asia-east2,Midday,1,False,image_ping.png,0.023386606
GCP,asia-east1,Midday,4,True,image_full.png,2.040331665
GCP,asia-east2,Midday,2,True,image_ping.png,0.768490689
GCP,asia-east1,Midday,4,False,image_full.png,1.962360279
GCP,asia-east2,Midday,2,False,image_ping.png,0.003462626
GCP,asia-east1,Midday,5,True,image_ping.png,0.21317905
GCP,asia-east1,Midday,5,False,image_ping.png,0.004774981
GCP,asia-east2,Midday,3,True,image_ping.png,0.222440434
GCP,asia-east1,Midday,5,True,image_full.png,2.020274007
GCP,asia-east2,Midday,3,False,image_ping.png,0.003739326
GCP,asia-east1,Midday,5,False,image_full.png,2.287701621
GCP,asia-east2,Midday,4,True,image_ping.png,2.226711608
GCP,asia-east2,Midday,4,False,image_ping.png,0.00441213
GCP,asia-east2,Midday,5,True,image_ping.png,1.239610796
GCP,asia-east2,Midday,5,False,image_ping.png,0.003757673
GCP,asia-east2,Midday,1,True,image_full.png,2.084769114
GCP,asia-east2,Midday,1,False,image_full.png,1.925277584
GCP,asia-east2,Midday,2,True,image_full.png,1.114337957
GCP,asia-east2,Midday,2,False,image_full.png,2.273182852
GCP,asia-east2,Midday,3,True,image_full.png,1.981110152
GCP,asia-east2,Midday,3,False,image_full.png,2.106894523
GCP,asia-east2,Midday,4,True,image_full.png,1.360200939
GCP,asia-east2,Midday,4,False,image_full.png,1.638259222
GCP,asia-east2,Midday,5,True,image_full.png,0.564609647
GCP,asia-east2,Midday,5,False,image_full.png,1.937660057
GCP,asia-northeast1,Midday,1,True,image_ping.png,0.338861924
GCP,asia-northeast1,Midday,1,False,image_ping.png,0.046764065
GCP,asia-northeast1,Midday,2,True,image_ping.png,0.251647344
GCP,asia-northeast1,Midday,2,False,image_ping.png,0.011617213
GCP,asia-northeast1,Midday,3,True,image_ping.png,0.448632991
GCP,asia-northeast1,Midday,3,False,image_ping.png,0.007512311
GCP,asia-northeast1,Midday,4,True,image_ping.png,0.257292653
GCP,asia-northeast1,Midday,4,False,image_ping.png,0.009373272
GCP,asia-northeast1,Midday,5,True,image_ping.png,0.250892699
GCP,asia-northeast1,Midday,5,False,image_ping.png,0.014592383
GCP,asia-northeast1,Midday,1,True,image_full.png,2.010518254
GCP,asia-northeast1,Midday,1,False,image_full.png,3.350213476
GCP,asia-northeast1,Midday,2,True,image_full.png,1.068800204
GCP,asia-northeast1,Midday,2,False,image_full.png,2.605873149
GCP,asia-northeast1,Midday,3,True,image_full.png,0.979584176
GCP,asia-northeast1,Midday,3,False,image_full.png,2.703251215
GCP,asia-northeast1,Midday,4,True,image_full.png,1.400298493
GCP,asia-northeast2,Midday,1,True,image_ping.png,1.9296238
GCP,asia-northeast1,Midday,4,False,image_full.png,3.000976238
GCP,asia-northeast2,Midday,1,False,image_ping.png,0.083718637
GCP,asia-northeast2,Midday,2,True,image_ping.png,0.256580289
GCP,asia-northeast1,Midday,5,True,image_full.png,2.125071903
GCP,asia-northeast2,Midday,2,False,image_ping.png,0.012416495
GCP,asia-northeast1,Midday,5,False,image_full.png,2.369303743
GCP,asia-northeast2,Midday,3,True,image_ping.png,0.809642734
GCP,asia-northeast2,Midday,3,False,image_ping.png,0.011793992
GCP,asia-northeast2,Midday,4,True,image_ping.png,0.824212895
GCP,asia-northeast2,Midday,4,False,image_ping.png,0.012152249
GCP,asia-northeast2,Midday,5,True,image_ping.png,0.777224996
GCP,asia-northeast2,Midday,5,False,image_ping.png,0.011919356
GCP,asia-northeast2,Midday,1,True,image_full.png,0.8088164
GCP,asia-northeast2,Midday,1,False,image_full.png,2.292668994
GCP,asia-northeast2,Midday,2,True,image_full.png,0.549285831
GCP,asia-northeast2,Midday,2,False,image_full.png,2.034972835
GCP,asia-northeast2,Midday,3,True,image_full.png,1.512260125
GCP,asia-northeast2,Midday,3,False,image_full.png,2.484576771
GCP,asia-northeast2,Midday,4,True,image_full.png,2.077089956
GCP,asia-northeast2,Midday,4,False,image_full.png,2.125810818
GCP,asia-northeast2,Midday,5,True,image_full.png,2.064624901
GCP,asia-northeast2,Midday,5,False,image_full.png,3.439995299
GCP,asia-northeast3,Midday,1,True,image_ping.png,0.376158389
GCP,asia-northeast3,Midday,1,False,image_ping.png,0.047645629
GCP,asia-northeast3,Midday,2,True,image_ping.png,0.81166607
GCP,asia-northeast3,Midday,2,False,image_ping.png,0.005378474
GCP,asia-northeast3,Midday,3,True,image_ping.png,0.278193252
GCP,asia-northeast3,Midday,3,False,image_ping.png,0.003434687
GCP,asia-northeast3,Midday,4,True,image_ping.png,0.827325291
GCP,asia-northeast3,Midday,4,False,image_ping.png,0.005005434
GCP,asia-northeast3,Midday,5,True,image_ping.png,1.433718653
GCP,asia-northeast3,Midday,5,False,image_ping.png,0.003687495
GCP,asia-northeast3,Midday,1,True,image_full.png,0.941742839
GCP,asia-northeast3,Midday,1,False,image_full.png,2.049442907
GCP,asia-northeast3,Midday,2,True,image_full.png,2.047904442
GCP,asia-northeast3,Midday,2,False,image_full.png,2.060358097
GCP,asia-northeast3,Midday,3,True,image_full.png,2.06356519
GCP,asia-northeast3,Midday,3,False,image_full.png,2.233137113
GCP,asia-northeast3,Midday,4,True,image_full.png,1.460982846
GCP,asia-northeast3,Midday,4,False,image_full.png,2.231847944
GCP,asia-northeast3,Midday,5,True,image_full.png,1.477258161
GCP,asia-south1,Midday,1,True,image_ping.png,0.467488179
GCP,asia-northeast3,Midday,5,False,image_full.png,1.92325579
GCP,asia-south1,Midday,1,False,image_ping.png,0.076338846
GCP,asia-south1,Midday,2,True,image_ping.png,0.907301152
GCP,asia-south1,Midday,2,False,image_ping.png,0.004407733
GCP,asia-south1,Midday,3,True,image_ping.png,0.887085496
GCP,asia-south1,Midday,3,False,image_ping.png,0.004029868
GCP,asia-south1,Midday,4,True,image_ping.png,0.357245255
GCP,asia-south1,Midday,4,False,image_ping.png,0.004806641
GCP,asia-south1,Midday,5,True,image_ping.png,0.319600972
GCP,asia-south1,Midday,5,False,image_ping.png,0.004172478
GCP,asia-south1,Midday,1,True,image_full.png,2.199723947
GCP,asia-south1,Midday,1,False,image_full.png,3.692036387
GCP,asia-south1,Midday,2,True,image_full.png,0.46001083
GCP,asia-south1,Midday,2,False,image_full.png,2.934244949
GCP,asia-south1,Midday,3,True,image_full.png,2.152161526
GCP,asia-south1,Midday,3,False,image_full.png,2.238584432
GCP,asia-south1,Midday,4,True,image_full.png,2.127781506
GCP,asia-south1,Midday,4,False,image_full.png,2.27390114
GCP,asia-south1,Midday,5,True,image_full.png,2.133883258
GCP,asia-south1,Midday,5,False,image_full.png,2.168667134
GCP,asia-southeast1,Midday,1,True,image_ping.png,0.344045506
GCP,asia-southeast1,Midday,1,False,image_ping.png,0.012730802
GCP,asia-southeast1,Midday,2,True,image_ping.png,0.787662784
GCP,asia-southeast1,Midday,2,False,image_ping.png,0.007139071
GCP,asia-southeast1,Midday,3,True,image_ping.png,0.788179302
GCP,asia-southeast1,Midday,3,False,image_ping.png,0.003548915
GCP,asia-southeast1,Midday,4,True,image_ping.png,0.796020099
GCP,asia-southeast1,Midday,4,False,image_ping.png,0.005620363
GCP,asia-southeast1,Midday,5,True,image_ping.png,0.783313422
GCP,asia-southeast1,Midday,5,False,image_ping.png,0.003808667
GCP,asia-southeast1,Midday,1,True,image_full.png,2.106466606
GCP,asia-southeast1,Midday,1,False,image_full.png,2.488441763
GCP,asia-southeast1,Midday,2,True,image_full.png,1.045110401
GCP,asia-southeast1,Midday,2,False,image_full.png,2.03767588
GCP,asia-southeast1,Midday,3,True,image_full.png,1.993494458
GCP,asia-southeast1,Midday,3,False,image_full.png,1.90309669
GCP,asia-southeast1,Midday,4,True,image_full.png,2.128605256
GCP,asia-southeast1,Midday,4,False,image_full.png,2.270144953
GCP,asia-southeast1,Midday,5,True,image_full.png,2.050055853
GCP,asia-southeast2,Midday,1,True,image_ping.png,0.404020705
GCP,asia-southeast1,Midday,5,False,image_full.png,2.036328517
GCP,asia-southeast2,Midday,1,False,image_ping.png,0.04725866
GCP,asia-southeast2,Midday,2,True,image_ping.png,0.270882155
GCP,asia-southeast2,Midday,2,False,image_ping.png,0.005129301
GCP,asia-southeast2,Midday,3,True,image_ping.png,0.54595276
GCP,asia-southeast2,Midday,3,False,image_ping.png,0.004297068
GCP,asia-southeast2,Midday,4,True,image_ping.png,0.815488129
GCP,asia-southeast2,Midday,4,False,image_ping.png,0.003817475
GCP,asia-southeast2,Midday,5,True,image_ping.png,0.841106101
GCP,asia-southeast2,Midday,5,False,image_ping.png,0.004120485
GCP,asia-southeast2,Midday,1,True,image_full.png,2.705464798
GCP,asia-southeast2,Midday,1,False,image_full.png,0.390359431
GCP,asia-southeast2,Midday,2,True,image_full.png,2.165483498
GCP,asia-southeast2,Midday,2,False,image_full.png,0.321298089
GCP,asia-southeast2,Midday,3,True,image_full.png,2.053800732
GCP,asia-southeast2,Midday,3,False,image_full.png,0.304831439
GCP,asia-southeast2,Midday,4,True,image_full.png,0.986344851
GCP,australia-southeast1,Midday,1,True,image_ping.png,1.09904677
GCP,asia-southeast2,Midday,4,False,image_full.png,0.267785091
GCP,australia-southeast1,Midday,1,False,image_ping.png,0.141598563
GCP,asia-southeast2,Midday,5,True,image_full.png,1.389699194
GCP,australia-southeast1,Midday,2,True,image_ping.png,0.886274229
GCP,asia-southeast2,Midday,5,False,image_full.png,0.26226972
GCP,australia-southeast1,Midday,2,False,image_ping.png,0.004022233
GCP,australia-southeast1,Midday,3,True,image_ping.png,2.365471089
GCP,australia-southeast1,Midday,3,False,image_ping.png,0.00391452
GCP,australia-southeast1,Midday,4,True,image_ping.png,0.890430783
GCP,australia-southeast1,Midday,4,False,image_ping.png,0.003928938
GCP,australia-southeast1,Midday,5,True,image_ping.png,2.078578512
GCP,australia-southeast1,Midday,5,False,image_ping.png,0.004065376
GCP,australia-southeast1,Midday,1,True,image_full.png,1.132880386
GCP,australia-southeast1,Midday,1,False,image_full.png,1.86462856
GCP,australia-southeast1,Midday,2,True,image_full.png,0.487783509
GCP,australia-southeast1,Midday,2,False,image_full.png,2.112777595
GCP,australia-southeast1,Midday,3,True,image_full.png,0.517298735
GCP,australia-southeast1,Midday,3,False,image_full.png,2.192937298
GCP,australia-southeast1,Midday,4,True,image_full.png,2.112506617
